"Common name","Scientific name",Subspecies,Recordist,Date,Time,Location,Country,Latitude,Longitude,Elevation,Songtype,Remarks,Back_latin,"Catalogue number",License
"Red-rumped Swallow","Cecropis daurica",daurica,"Frank Lambert",2012-06-24,11:00,"Changqing Town, Shaanxi",China,33.595,107.54,1100,call,"Several adults and young birds sitting on a wire along the main street, nesting under the eaves of nearby houses. Calls of same birds as on XC113322

bird-seen:yes

playback-used:no",,113323,//creativecommons.org/licenses/by-nc-nd/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Cedric Mroczko",2021-04-25,19:30,"Cordes-sur-Ciel, Tarn, Occitanie",France,44.0642,1.9519,280,"flight call","High-pass filtered (500Hz, 6dB). d100 + stereo clippy em272

bird-seen:no

playback-used:no","Coloeus monedula,Apus apus,Motacilla alba,Turdus merula",642599,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Jorge Leitão",2018-10-06,10:20,"Peredo da Bemposta, Mogadouro, Bragança",Portugal,41.2801,-6.5517,700,"flight call","

bird-seen:yes

playback-used:no",,445617,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"José Carlos Sires",2016-07-24,?,"sierra carbonera, algeciras, cádiz, andalucía",Spain,36.1248,-5.4962,?,"flight call","Volando cerca de un antiguo bunquer militar avandonado que se encuentra en la cresta de un monte cubierto de matorral espinoso.

bird-seen:yes

playback-used:no",,330426,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"José Carlos Sires",2016-07-24,?,"sierra carbonera, algeciras, cádiz, andalucía",Spain,36.1248,-5.4962,?,"flight call","Volando cerca de un antiguo bunquer militar avandonado que se encuentra en la cresta de un monte cubierto de matorral espinoso.

bird-seen:yes

playback-used:no",,330425,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Cedric Mroczko",2016-02-28,12:35,"Zouiet El Mgaiez, Haouaria, Nabeul",Tunisia,36.9585,10.8658,10,"flight call","High-pass filtered (500Hz, 6dB)

bird-seen:yes

playback-used:no",,310320,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"José Carlos Sires",2015-06-03,?,"ruta del agua, guillena, sevilla, andalucía",Spain,37.5753,-6.059,?,call,"Dos llamadas de un individuo lejano. Un túnel horadado en la montaña por donde pasaba una vía de tren hoy avandonada. Bosque mediterráneo con acebuches, algunos pinos y algunas quercíneas. hay buen matorral de sotobosque y el suelo es rocoso y escarpado.

bird-seen:yes

playback-used:no",,278775,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"José Carlos Sires",2014-05-24,?,"río parroso, cantillana, sevilla, andalucía",Spain,37.6431,-5.7447,?,"flight call","Building a nest. A river with natural and hornamental vegetation. Construyendo un nido bajo un puente. Un curso de río con eneas, carrizos, juncos y alguna que otra vegetación natural más, además de acacias, eucaliptos, moreras e higueras. También ruinas de varias casas.

bird-seen:yes

playback-used:no",,179801,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"José Carlos Sires",2014-04-25,?,"lora del río, sevilla, andalucía",Spain,,,?,"flight call, male","Migratory birds. Mediterranean mixed forest with olea europaea, quercus spp and Pinus Pinea with bush of Mirtus Comunis, Cistus Spp and another species. Pájaros en paso migratorio. Bosque mediterráneo de pinos, olivos y encinas mezclado con matorral de mirto, jara y otras especies.

bird-seen:yes

playback-used:no","Turdus merula",178394,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"Bernard BOUSQUET",2014-05-07,15:30,"Los Filabres-Tabernas (near  Tabernas), Almería, Andalusia",Spain,37.0705,-2.3775,440,"flight call","

bird-seen:yes

playback-used:no",,178273,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"José Carlos Sires",2014-04-19,?,"lora del río, sevilla, andalucía",Spain,,,?,"male, song","Mediterranean mixed forest with Olea Europaea, Quercus Spp and Pinus Pinea with bush of Cistus Spp., Mirtus Comunis and another species. Bosque mediterráneo de olivos, pinos y encinas mezclado con matorral de mirto, jara y otras especies.


bird-seen:yes

playback-used:no",,176035,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"José Carlos Sires",2014-04-25,?,"lora del río, sevilla, andalucía",Spain,,,?,"flight call","Migratory birds. Mediterranean mixed forest with olea europaea, quercus spp and Pinus Pinea with bush of Mirtus Comunis, Cistus Spp and another species. Pájaros en paso migratorio. Bosque mediterráneo de pinos, olivos y encinas mezclado con matorral de mirto, jara y otras especies.

bird-seen:yes

playback-used:no",,178398,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"José Carlos Sires",2014-04-25,?,"lora del río, sevilla, andalucía",Spain,,,?,"call, male, song","Migratory birds. Mediterranean mixed forest with olea europaea, quercus spp and Pinus Pinea with bush of Mirtus Comunis, Cistus Spp and another species. Pájaros en paso migratorio. Bosque mediterráneo de pinos, olivos y encinas mezclado con matorral de mirto, jara y otras especies.

bird-seen:yes

playback-used:no",,178397,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"José Carlos Sires",2014-04-25,?,"lora del río, sevilla, andalucía",Spain,,,?,"call, male","Migratory birds. Mediterranean mixed forest with olea europaea, quercus spp and Pinus Pinea with bush of Mirtus Comunis, Cistus Spp and another species. Pájaros en paso migratorio. Bosque mediterráneo de pinos, olivos y encinas mezclado con matorral de mirto, jara y otras especies.

bird-seen:yes

playback-used:no","Turdus merula",178396,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"José Carlos Sires",2014-04-25,?,"lora del río, sevilla, andalucía",Spain,,,?,"male, song","Migratory birds. Mediterranean mixed forest with olea europaea, quercus spp and Pinus Pinea with bush of Mirtus Comunis, Cistus Spp and another species. Pájaros en paso migratorio. Bosque mediterráneo de pinos, olivos y encinas mezclado con matorral de mirto, jara y otras especies.

bird-seen:yes

playback-used:no","Turdus merula",178395,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"José Carlos Sires",2014-04-25,?,"lora del río, sevilla, andalucía",Spain,,,?,"male, song","Migratory birds. Mediterranean mixed forest with olea europaea, quercus spp and Pinus Pinea with bush of Mirtus Comunis, Cistus Spp and another species. Pájaros en paso migratorio. Bosque mediterráneo de pinos, olivos y encinas mezclado con matorral de mirto, jara y otras especies.

bird-seen:yes

playback-used:no",,178393,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"José Carlos Sires",2014-04-25,?,"lora del río, sevilla, andalucía",Spain,,,?,call,"Migratory birds. Two type calls of a perched bird. Mediterranean mixed forest with olea europaea, quercus spp and Pinus Pinea with bush of Mirtus Comunis, Cistus Spp and another species. Pájaros en paso migratorio. Dos tipos de llamadas de un pájaro que se posa un momento. Bosque mediterráneo de pinos, olivos y encinas mezclado con matorral de mirto, jara y otras especies.

bird-seen:yes

playback-used:no",,178392,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"José Carlos Sires",2014-04-25,?,"lora del río, sevilla, andalucía",Spain,,,?,"flight call","Migratory birds. Mediterranean mixed forest with olea europaea, quercus spp and Pinus Pinea with bush of Mirtus Comunis, Cistus Spp and another species. Pájaros en paso migratorio. Bosque mediterráneo de pinos, olivos y encinas mezclado con matorral de mirto, jara y otras especies.

bird-seen:yes

playback-used:no",,178391,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-rumped Swallow","Cecropis daurica",,"José Carlos Sires",2014-04-12,?,"complejo endorréico de las cabezas de san juan, sevilla, andalucía",Spain,36.902,-5.8975,?,"flight call","Various lagoons with a mix of natural and cultivated vegetation. La zona consta de varias lagunas endorráicas con carrizos y demás vegetación natural y rodeadas de un mosaico de cultivos y vegetación autóptona.

bird-seen:yes

playback-used:no",,175388,//creativecommons.org/licenses/by-nc-sa/4.0/
